hole_id,depth_m,dip,azimuth,grid,method,survey_company,survey_date,hole_id_raw
OVD024,45.0,-64.0,43.9,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,50.0,-63.8,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,55.0,-63.7,44.4,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,60.0,-63.7,44.6,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,65.0,-63.6,44.4,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,70.0,-63.7,44.5,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,75.0,-63.4,44.3,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,80.0,-63.4,44.3,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,85.0,-63.2,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,90.0,-63.1,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,95.0,-63.3,43.9,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,100.0,-63.3,44.0,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,105.0,-63.4,44.0,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,110.0,-63.5,44.2,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,115.0,-63.3,44.2,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,120.0,-63.2,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,125.0,-63.2,44.2,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,130.0,-63.1,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,135.0,-63.0,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,140.0,-63.1,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,145.0,-63.1,44.1,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,150.0,-63.1,44.0,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,155.0,-63.2,44.0,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,160.0,-63.3,43.8,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,165.0,-63.2,43.8,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD024,170.4,-63.4,43.9,WGS84_46N,GY,Ragnarok Investment LLC,15/11/2024,OVD024
OVD025,0.0,-54.5,232.2,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,5.0,-54.3,231.7,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,10.0,-54.4,231.8,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,15.0,-54.4,231.7,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,20.0,-54.4,231.7,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,25.0,-54.4,231.5,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,30.0,-54.2,231.5,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,35.0,-54.0,231.5,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,40.0,-54.0,231.6,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,45.0,-54.0,231.8,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,50.0,-54.0,232.0,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,55.0,-53.9,232.1,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,60.0,-53.7,231.9,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD025,65.9,-53.7,232.0,WGS84_46N,GY,Ragnarok Investment LLC,17/11/2024,OVD025
OVD026,0.0,-50.5,314.1,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,5.0,-50.1,313.9,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,10.0,-50.3,313.6,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,15.0,-50.6,313.8,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,20.0,-50.6,313.7,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,25.0,-50.5,313.9,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,30.0,-50.3,313.9,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,35.0,-50.3,313.9,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,40.0,-50.4,313.9,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,45.0,-50.3,314.0,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,50.0,-50.5,313.9,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,55.0,-50.6,313.8,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,60.0,-50.7,313.7,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,65.0,-50.9,313.5,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,70.0,-50.8,313.5,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,75.0,-50.9,313.4,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,80.0,-50.8,313.5,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,85.0,-50.9,313.5,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,90.0,-51.1,313.5,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,95.0,-51.1,313.3,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,100.0,-51.2,313.2,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,105.0,-51.3,313.0,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,110.0,-51.6,313.0,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,115.0,-51.5,313.0,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,120.0,-51.7,313.0,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD026,125.0,-51.7,313.1,WGS84_46N,GY,Ragnarok Investment LLC,22/11/2024,OVD026
OVD027,0.0,-65.0,137.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,5.0,-65.0,137.1,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,10.0,-65.1,137.7,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,15.0,-65.1,137.6,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,20.0,-65.0,138.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,25.0,-65.1,138.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,30.0,-65.2,138.5,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,35.0,-65.1,138.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,40.0,-65.2,139.0,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,45.0,-65.3,139.1,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,50.0,-65.4,139.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,55.0,-65.7,139.5,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,60.0,-65.5,139.5,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,65.0,-65.5,139.7,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,70.0,-65.4,139.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,75.0,-65.3,140.0,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,80.0,-65.4,140.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,85.0,-65.2,140.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,90.0,-65.3,140.5,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,95.0,-65.6,140.4,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,100.0,-65.6,140.6,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,105.0,-65.7,140.7,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,110.0,-65.8,140.6,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,115.0,-65.8,140.6,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,120.0,-65.8,140.7,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,125.0,-65.7,140.8,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,130.0,-65.7,140.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,135.0,-65.5,141.1,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,140.0,-65.5,141.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD027,147.9,-65.7,141.5,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD027
OVD008,0.0,-69.5,237.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,5.0,-69.3,236.5,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,10.0,-69.3,236.6,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,15.0,-69.3,236.7,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,20.0,-69.4,237.1,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,25.0,-69.5,237.2,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,30.0,-69.5,237.4,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,35.0,-69.6,237.7,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,40.0,-69.4,238.0,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,45.0,-69.5,238.0,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,50.0,-69.5,237.8,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,55.0,-69.6,238.0,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,60.0,-69.6,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,65.0,-69.7,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,70.0,-69.7,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,75.0,-69.6,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,80.0,-69.7,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,85.0,-69.8,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,90.0,-69.9,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,95.0,-69.8,237.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,100.0,-69.7,238.8,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,105.0,-69.9,238.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD008,110.5,-69.9,238.9,WGS84_46N,GY,Ragnarok Investment LLC,27/11/2024,OVD008
OVD009,5.0,-78.0,228.6,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,11.0,-78.0,234.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,17.0,-78.0,239.8,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,23.0,-78.0,241.8,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,29.0,-78.0,241.3,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,35.0,-78.0,242.5,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,41.0,-78.0,244.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,47.0,-78.0,243.0,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,53.0,-78.0,243.2,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,59.0,-78.0,243.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,65.0,-78.0,242.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,71.0,-78.0,242.3,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,77.0,-78.0,242.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,83.0,-78.0,241.7,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,89.0,-78.0,242.2,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,95.0,-78.0,242.2,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,101.0,-78.0,242.0,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,107.0,-78.0,241.9,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,113.0,-78.0,241.9,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,119.0,-78.0,242.2,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,125.0,-78.0,242.3,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,131.0,-78.0,242.9,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,137.0,-78.0,243.1,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,143.0,-78.0,243.0,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,149.0,-78.0,242.0,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,155.0,-78.0,242.1,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,161.0,-78.0,244.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,167.0,-78.0,240.2,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,173.0,-78.0,237.4,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,179.0,-78.0,240.9,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,185.0,-78.0,241.6,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,191.0,-78.0,247.8,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,197.0,-78.0,246.5,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD009,240.0,-78.0,246.5,WGS84_46N,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023,OVD009
OVD028,0.0,-62.53,204.32,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,5.0,-62.41,204.36,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,10.0,-62.24,204.42,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,15.0,-62.58,204.55,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,20.0,-62.66,204.72,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,25.0,-62.59,204.77,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,30.0,-62.63,204.74,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,35.0,-62.42,204.58,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,40.0,-62.17,204.36,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,45.0,-61.97,203.9,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,50.0,-61.71,203.54,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD028,53.9,-61.66,203.51,WGS84_46N,GM,Ragnarok Investment LLC,11/29/2024,OVD028
OVD029,0.0,-68.6,132.0,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,5.0,-68.6,130.5,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,10.0,-68.5,130.4,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,15.0,-68.4,130.3,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,20.0,-68.3,130.5,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,25.0,-68.2,130.7,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,30.0,-68.2,130.9,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,35.0,-68.2,131.1,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,40.0,-68.3,131.2,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,45.0,-68.4,131.3,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,50.0,-68.5,131.3,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,55.0,-68.5,131.4,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,60.0,-68.5,131.5,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,65.0,-68.4,131.6,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,70.0,-68.4,131.8,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,75.0,-68.4,131.7,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,80.0,-68.5,132.2,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,85.0,-68.6,132.3,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,90.0,-68.6,132.2,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,95.0,-68.6,132.4,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,100.0,-68.4,132.6,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,105.0,-68.6,132.6,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,110.0,-68.7,132.6,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,115.0,-68.7,132.7,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,120.0,-68.9,132.6,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,125.0,-68.8,132.7,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,130.0,-68.8,132.8,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,135.0,-68.8,133.3,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,140.0,-68.8,133.8,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,145.0,-68.7,134.2,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,150.0,-68.6,134.2,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,155.0,-68.5,134.5,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,160.0,-68.4,134.7,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,165.0,-68.3,134.7,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,170.0,-68.4,134.6,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD029,175.5,-68.4,134.9,WGS84_46N,GM,Ragnarok Investment LLC,3/12/2024,OVD029
OVD030,0.0,-85.0,352.7,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,10.0,-85.3,354.8,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,20.0,-85.2,354.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,30.0,-85.2,354.5,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,40.0,-85.3,354.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,50.0,-85.5,357.1,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,60.0,-85.4,356.8,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,70.0,-85.4,357.6,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,80.0,-85.4,359.3,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,90.0,-85.4,358.1,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,100.0,-85.5,358.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,110.0,-85.3,359.3,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,120.0,-85.4,358.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,130.0,-85.4,357.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,140.0,-85.4,358.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,150.0,-85.5,359.4,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,160.0,-85.4,359.5,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,170.0,-85.3,0.6,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,180.0,-85.2,1.0,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,190.0,-85.4,3.4,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,200.0,-85.4,1.6,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,210.0,-85.5,3.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,220.0,-85.3,2.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,230.0,-85.2,4.0,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,240.0,-85.4,3.6,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,250.0,-85.2,3.4,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,260.0,-85.4,2.7,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,270.0,-85.3,1.8,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,280.0,-85.3,2.3,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,290.0,-85.3,3.4,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,300.0,-85.2,4.1,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,310.0,-85.2,3.5,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,320.0,-85.3,5.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,330.0,-85.1,4.2,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,340.0,-85.3,5.8,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,350.0,-85.1,4.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,360.0,-85.1,5.0,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,370.0,-85.3,4.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,380.0,-85.2,5.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,390.0,-85.1,6.4,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,400.0,-85.1,6.9,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,410.0,-85.1,6.3,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,420.0,-85.2,9.6,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,430.0,-85.1,9.1,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,440.0,-85.2,10.0,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,450.0,-85.1,10.4,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
OVD030,459.5,-85.1,10.6,WGS84_46N,GM,Ragnarok Investment LLC,8/11/2025,OVD030
SC05,0.0,-70.17,30.0,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,5.0,-70.17,29.93,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
SC05,10.0,-70.02,30.18,WGS84_46N,GM,Ragnarok Investment LLC,4/1/2025,SC05
