sample_id,alt_ids,hole_id_norm,depth_from_m,depth_to_m,depth_mid_m,sample_source,year,petrographer_lab,thin_section,polished_thin_section,asd,xrd,eds,fluid_incl,epma,field_lithology,petro_lithology,iogas_lithology,rock_group,iogas_no,x_utm,y_utm,z_rl,coord_source,qa_flags,source_files
47158,OVD022-65.7,OVD022,65.7,65.8,65.75,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridotite,,peridotite / ultramafic,,722030.26,5144343.7,1776.32,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47159,OVD022-89.05,OVD022,89.05,89.15,89.1,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Gabbro,,gabbro / gabbronorite / norite,,722035.95,5144334.4,1755.68,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47160,OVD022-96.25,OVD022,96.25,96.35,96.3,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridotite,,peridotite / ultramafic,,722037.7,5144331.53,1749.31,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47161,OVD022-99.25,OVD022,99.25,99.35,99.3,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dolerite,Gabbro,Alkalic Gabbro,gabbro / gabbronorite / norite,,722038.43,5144330.33,1746.66,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47162,OVD022-105.6,OVD022,105.6,105.7,105.65,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Gabbro,,gabbro / gabbronorite / norite,,722039.99,5144327.77,1741.06,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47163,OVD022-112.3,OVD022,112.3,112.4,112.35,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dolerite,Olivine gabbro,Foid Gabbro,olivine gabbro / melagabbro,,722041.64,5144325.06,1735.16,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47164,OVD022-124.2,OVD022,124.2,124.3,124.25,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Spotted rock,Spotted rock,,hornfels / spotted rock,,722044.55,5144320.26,1724.66,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47165,OVD022-136.8,OVD022,136.8,136.9,136.85,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Spotted rock,Spotted rock,,hornfels / spotted rock,,722047.58,5144315.19,1713.54,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47166,OVD022-145,OVD022,145.0,146.0,145.5,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized s,Olivine gabbro,,olivine gabbro / melagabbro,,722049.66,5144311.67,1705.91,desurvey,"D5: the report that describes this sample names the interval 146.5-148 m (`OVD22-146.5-148 (47166)`), but the master workbook stores it at 145-146 m — a 1.5 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-1.5 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47167,OVD022-163.8,OVD022,163.8,163.9,163.85,drill core,2024,Altantsetseg,1,0,0,0,0,0,0,Siltstone,Siltstone,,sediment / metasediment,,722054.09,5144304.19,1689.75,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47168,OVD023-15.65,OVD023,15.65,15.75,15.7,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Peridotite,,peridotite / ultramafic,,722038.59,5144330.66,1823.26,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47169,OVD023-29.8,OVD023,29.8,29.9,29.85,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dolerite,Gabbrodiorite,Gabbro,gabbrodiorite,,722042.72,5144324.74,1811.09,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47170,OVD023-34.3,OVD023,34.3,34.4,34.35,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized M,Peridotite,,peridotite / ultramafic,,722044.03,5144322.84,1807.22,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47171,OVD023-65.7,OVD023,65.7,65.8,65.75,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized M,Peridotite,,peridotite / ultramafic,,722053.24,5144309.41,1780.38,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47172,OVD023-83.8,OVD023,83.8,83.9,83.85,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized M,Peridotite,,peridotite / ultramafic,,722058.6,5144301.59,1764.96,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47173,OVD023-124.5,OVD023,124.5,124.6,124.55,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Spotted rock,Spotted rock,,hornfels / spotted rock,,722070.57,5144283.89,1730.32,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47174,OVD023-135.4,OVD023,135.4,135.5,135.45,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Breccia,Siltstone,,sediment / metasediment,,722073.77,5144279.07,1721.08,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47175,OVD023-142.8,OVD023,142.8,142.9,142.85,drill core,2024,Altantsetseg,1,0,0,0,0,0,0,Siltstone,Siltstone,,sediment / metasediment,,722075.95,5144275.81,1714.81,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47176,OVD023-144,OVD023,114.0,116.0,115.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized P,Peridotite,,peridotite / ultramafic,,722067.76,5144288.08,1738.42,desurvey,"D1 CORRECTED: master sheets record this sample interval as From 144 / To 114.1 (inverted — a source typo for the depth 114 m); the assay block on the same Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv row reads from 114 m / to 116 m and the 2024-2026 report extract states 'sample sits at 114-116 m, listed after deeper samples in the source doc'. Interval set to 114-116 m and re-desurveyed; the '144' of Yambat_Petrographic_Master_Data__All.csv / the bichiglel table is a master-sheet typo (144 for 114)",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47130,OVD024-13.7,OVD024,13.7,13.8,13.75,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Spotted rock,Spotted rock,,hornfels / spotted rock,,722020.82,5144264.24,1827.92,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47131,OVD024-18.6,OVD024,18.6,18.7,18.65,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Gabbro,Gabbrodiorite,,gabbrodiorite,,722022.27,5144265.77,1823.49,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47132,OVD024-30.4,OVD024,30.4,30.5,30.45,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Spotted rock,Diorite,,diorite / quartz diorite,,722025.78,5144269.5,1812.86,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47136,OVD024-54,OVD024,54.0,54.1,54.05,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Spotted rock,Gabbro,,gabbro / gabbronorite / norite,,722032.94,5144276.94,1791.64,desurvey,"D5: the report that describes this sample names the interval 54.07-56 m (`OVD24-54.07-56 (47136)`), but the master workbook stores it at 54-54.1 m — a 0.07 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.07 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47138,OVD024-78,OVD024,78.0,78.1,78.05,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722040.41,5144284.56,1770.14,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47140,OVD024-107.8,OVD024,107.8,107.9,107.85,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Peridotite,,peridotite / ultramafic,,722049.72,5144294.19,1743.52,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47141,OVD024-148.3,OVD024,148.3,148.4,148.35,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722062.45,5144307.3,1707.38,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47142,OVD024-160.5,OVD024,160.5,160.6,160.55,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Breccia,Peridotite,,peridotite / ultramafic,,722066.26,5144311.26,1696.49,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47133,OVD024-34.6,OVD024,34.6,34.7,34.65,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Spotted rock,Spotted rock,,hornfels / spotted rock,,722027.04,5144270.82,1809.07,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47134,OVD024-42.2,OVD024,42.2,42.3,42.25,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Breccia,Breccia,,breccia / fault rock,,722029.33,5144273.21,1802.23,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47135,OVD024-50.8,OVD024,50.8,50.9,50.85,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Gabbro Mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722031.95,5144275.93,1794.51,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47137,OVD024-73.5,OVD024,73.5,73.6,73.55,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Spotted rock,Diorite,,diorite / quartz diorite,,722039.0,5144283.12,1774.16,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47139,OVD024-86.9,OVD024,86.9,87.0,86.95,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Gabbro,,gabbro / gabbronorite / norite,,722043.19,5144287.43,1762.19,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47148,OVD025-53.15,OVD025,53.15,53.25,53.2,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dolerite,Peridotite,Out of chart,peridotite / ultramafic,,721800.79,5144731.73,1768.66,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47151,OVD025-58.55,OVD025,58.55,58.65,58.6,drill core,2024,Altantsetseg,1,0,0,0,0,0,0,Sandstone,Siltstone,,sediment / metasediment,,721798.27,5144729.77,1764.3,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47143,OVD025-32.6,OVD025,32.6,32.7,32.65,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Sandstone,Sandstone,,sediment / metasediment,,721810.27,5144739.21,1785.29,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47144,OVD025-37.7,OVD025,37.7,37.8,37.75,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,721807.93,5144737.34,1781.16,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47145,OVD025-43.2,OVD025,43.2,43.3,43.25,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Dolerite,Gabbrodiorite,Foid Gabbro,gabbrodiorite,,721805.39,5144735.33,1776.71,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47146,OVD025-45.3,OVD025,45.3,45.4,45.35,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized S,Peridotite,,peridotite / ultramafic,,721804.42,5144734.57,1775.01,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47147,OVD025-46.9,OVD025,46.9,47.0,46.95,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro Mineralized,Peridotite,,peridotite / ultramafic,,721803.68,5144733.99,1773.72,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47149,OVD025-55.4,OVD025,55.4,55.5,55.45,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dolerite,Peridotite,Alkalic Gabbro,peridotite / ultramafic,,721799.74,5144730.91,1766.84,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47150,OVD025-57.4,OVD025,57.4,57.5,57.45,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dolerite,Peridotite,Alkalic Gabbro,peridotite / ultramafic,,721798.81,5144730.19,1765.23,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47152,OVD025-61.4,OVD025,61.4,61.5,61.45,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Tuff sandstone,Sandstone,,sediment / metasediment,,721796.95,5144728.73,1762.0,desurvey,"D5: the report that describes this sample names the interval 58.85-60.85 m (`OVD025-58.85-60.85 (47152)`), but the master workbook stores it at 61.4-61.5 m — a 0.65 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.65 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47177,OVD026-15,OVD026,14.9,15.1,15.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722051.09,5144357.63,1825.21,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47179,OVD026-20,OVD026,19.9,20.1,20.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722048.8,5144359.83,1821.34,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47192,OVD026-101,OVD026,100.9,101.1,101.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Net textured,Gabbro,,gabbro / gabbronorite / norite,,722011.68,5144395.25,1758.67,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47188,OVD026-105,OVD026,104.9,105.1,105.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Massive sulphide top contact,Massive sulphide,,massive sulfide / ore,,722009.85,5144396.96,1755.55,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47191,OVD026-105.5,OVD026,105.4,105.6,105.5,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Massive sulphide,Massive sulphide,,massive sulfide / ore,,722009.62,5144397.17,1755.16,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47190,OVD026-106.8,OVD026,106.7,106.9,106.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Massive sulphide bottom contact,Peridotite,,peridotite / ultramafic,,722009.03,5144397.73,1754.14,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47193,OVD026-111,OVD026,110.9,111.1,111.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Gabbro,,gabbro / gabbronorite / norite,,722007.12,5144399.51,1750.85,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47178,OVD026-16.5,OVD026,16.4,16.6,16.5,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722050.4,5144358.29,1824.05,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47180,OVD026-32.8,OVD026,32.7,32.9,32.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Hydrothermal altered gabbro,Diorite,,diorite / quartz diorite,,722042.92,5144365.48,1811.47,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47181,OVD026-42.4,OVD026,42.3,42.5,42.4,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722038.5,5144369.72,1804.08,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47182,OVD026-51.2,OVD026,51.1,51.3,51.2,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722034.47,5144373.62,1797.3,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47183,OVD026-61.8,OVD026,61.7,61.9,61.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722029.61,5144378.27,1789.11,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47184,OVD026-71.8,OVD026,71.7,71.9,71.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridotite,,peridotite / ultramafic,,722025.03,5144382.62,1781.36,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47185,OVD026-84.2,OVD026,84.1,84.3,84.2,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridotite,,peridotite / ultramafic,,722019.35,5144388.0,1771.74,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47186,OVD026-91.8,OVD026,91.7,91.9,91.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dense dissemination,Peridotite,,peridotite / ultramafic,,722015.88,5144391.29,1765.83,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47187,OVD026-92.9,OVD026,92.8,93.0,92.9,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Dense dissemination,Peridotite,,peridotite / ultramafic,,722015.38,5144391.77,1764.98,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47189,OVD026-96.2,OVD026,96.1,96.3,96.2,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Net textured,Peridotite,,peridotite / ultramafic,,722013.87,5144393.19,1762.41,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47194,OVD027-52.2,OVD027,52.1,52.3,52.2,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridotite,,peridotite / ultramafic,,722038.6,5144338.17,1788.44,desurvey,"D5: the report that describes this sample names the interval 54-56 m (`OVD27-54-56 (47194)`), but the master workbook stores it at 52.1-52.3 m — a 1.9 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-1.9 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47195,OVD027-64.1,OVD027,64.0,64.2,64.1,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Altered mineralized gabbro,Pyroxenite,,peridotite / ultramafic,,722041.79,5144334.43,1777.6,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47196,OVD027-67.6,OVD027,67.5,67.7,67.6,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Altered mineralized gabbro,Gabbro,,gabbro / gabbronorite / norite,,722042.73,5144333.32,1774.42,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47198,OVD027-79,OVD027,78.9,79.1,79.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Semi massive,Peridotite,,peridotite / ultramafic,,722045.79,5144329.68,1764.05,desurvey,"D5: the report that describes this sample names the interval 80-82 m (`OVD27-80-82 (47198)`), but the master workbook stores it at 78.9-79.1 m — a 1.1 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-1.1 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47197,OVD027-79.7,OVD027,79.6,79.8,79.7,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Gabbro,,gabbro / gabbronorite / norite,,722045.98,5144329.46,1763.42,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47199,OVD027-94.4,OVD027,94.3,94.5,94.4,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722049.89,5144324.73,1750.06,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47200,OVD027-98.1,OVD027,98.0,98.2,98.1,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Massive sulphide top contact,Gabbrodiorite,,gabbrodiorite,,722050.87,5144323.55,1746.69,desurvey,"D5: the report that describes this sample names the interval 98.15-99 m (`OVD27-98.15-99 (47200)`), but the master workbook stores it at 98-98.2 m — a 0.15 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.15 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47091,OVD027-99,OVD027,98.9,99.1,99.0,drill core,2024,Altantsetseg,0,0,0,0,0,0,0,Massive sulphide,Massive sulphide,,massive sulfide / ore,,722051.1,5144323.27,1745.87,desurvey,"D5: the report that describes this sample names the interval 99-100 m (`OVD27-99-100 (47091)`), but the master workbook stores it at 98.9-99.1 m — a 0.1 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.1 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47092,OVD027-109.8,OVD027,109.7,109.9,109.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Peridodtite,,peridotite / ultramafic,,722053.92,5144319.83,1736.03,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47093,OVD027-116.8,OVD027,116.7,116.9,116.8,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722055.74,5144317.61,1729.64,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47094,OVD027-120.4,OVD027,120.3,120.5,120.4,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,Olivine gabbro,,olivine gabbro / melagabbro,,722056.68,5144316.47,1726.36,desurvey,,Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
47095,OVD027-135,OVD027,134.9,135.1,135.0,drill core,2024,Altantsetseg,0,1,0,0,0,0,0,Gabbro mineralized,gneiss,,sediment / metasediment,,722060.47,5144311.81,1713.06,desurvey,"D5: the report that describes this sample names the interval 135-137 m (`OVD27-135-137 (47095)`), but the master workbook stores it at 134.9-135.1 m — a 0.1 m disagreement inside the sources themselves (the phase sheet's sample From/To vs the assay interval on the same row). Stored values are the master's; treat the depth as uncertain to +/-0.1 m",Yambat_Petrographic_Master_Data__All.csv; Yambat_petrography_samples_2022-2024_from_Core___grab__2024_Phase_2_Drilling.csv
