sample_id,desc_id,raw_sample_id,raw_hole_id,raw_depth,source_file,analyst_or_lab,report_date,language,rock_name,rock_name_original,texture,minerals_json,alteration,opaque_minerals,description_text,join_method,qa_notes
DEEJ-2,D0204,Дээж-2,,,AM_ThinSectionMongolia_Report_2024.pdf,"ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09,mn,Phyllite,Филлит,"Структур: филлитлэг, цементийн төрөл базаль; цул. Текстур: сулавтар занарлаг; хүдрийн эрдэс шигтгээлэг, толболог. Мөхлөг: 0.1 мм (хүдрийн эрдэс 1 мм хүртэл)","[{""mineral"": ""цемент (нийт)"", ""pct"": ""75-80""}, {""mineral"": ""шаварлаг эрдэс (цементэд)"", ""pct"": ""50-55""}, {""mineral"": ""серицит (цементэд)"", ""pct"": ""10-15""}, {""mineral"": ""карбонат (цементэд)"", ""pct"": ""5-10""}, {""mineral"": ""хлорит (цементэд)"", ""pct"": ""25-30""}, {""mineral"": ""хэмхдэс (нийт)"", ""pct"": ""20-25""}, {""mineral"": ""кварц (хэмхдэст)"", ""pct"": ""40-45""}, {""mineral"": ""плагиоклаз (хэмхдэст)"", ""pct"": ""5-10""}, {""mineral"": ""серицит (хэмхдэст)"", ""pct"": ""30-35""}, {""mineral"": ""халькопирит"", ""pct"": ""0-5""}, {""mineral"": ""гётит"", ""pct"": ""5-10""}]","серицит, хлорит, карбонатын хувирал; лейкоксен занаржилтын үеийн дагуу","халькопирит үелэлийн дагуу 1 мм хүртэл шигтгээлэг, толболог мөхлөг; захаасаа гётитод хэсэгчлэн түрэгдсэн; гётит толболог, түрэлтийн текстуртай","Их хэмжээний хувирсан цемент (75-80%) болон багавтар хэмхдэсээс тогтоно. Цемент нь шаварлаг эрдэс, кварц, серицит-хлоритын ялтас, лейкоксентэй; хлорит-серицитийн хайрсууд сулавтар занарлаг текстур үүсгэнэ. Халькопирит үелэлийн дагуу тааралдаж, захаасаа гётитод түрэгдсэн.",label,
DEEJ-3,D0205,Дээж-3,,,AM_ThinSectionMongolia_Report_2024.pdf,"ThinSection Mongolia LLC (Dr. T.Oyunchimeg PhD, Dr. B.Enkhjargal PhD, Dr. B.Dolzodmaa PhD); client: Aventura Minerals LLC",2024-05-09,mn,Phyllite,Филлит,"Структур: филлитлэг, цементийн төрөл базаль; цул. Текстур: сулавтар занарлаг; хүдрийн эрдэс шигтгээлэг, толболог. Мөхлөг: 0.2 мм (хүдрийн эрдэс 1.2 мм хүртэл)","[{""mineral"": ""цемент (нийт)"", ""pct"": ""65-70""}, {""mineral"": ""шаварлаг эрдэс (цементэд)"", ""pct"": ""50-55""}, {""mineral"": ""серицит (цементэд)"", ""pct"": ""10-15""}, {""mineral"": ""карбонат (цементэд)"", ""pct"": ""10-15""}, {""mineral"": ""хлорит (цементэд)"", ""pct"": ""20-25""}, {""mineral"": ""хэмхдэс (нийт)"", ""pct"": ""30-35""}, {""mineral"": ""кварц (хэмхдэст)"", ""pct"": ""40-45""}, {""mineral"": ""плагиоклаз (хэмхдэст)"", ""pct"": ""0-5""}, {""mineral"": ""серицит (хэмхдэст)"", ""pct"": ""30-35""}, {""mineral"": ""халькопирит"", ""pct"": ""0-5""}, {""mineral"": ""гётит"", ""pct"": ""10-15""}]","серицит, хлорит, карбонатын хувирал; лейкоксен занаржилтын үеийн дагуу","халькопирит үелэлийн дагуу 1.2 мм хүртэл шигтгээлэг мөхлөг, захаасаа гётитод түрэгдсэн; гётит түрэлтийн болон толболог текстуртай, халькопиритыг түрж хоёрдогчоор үүссэн",Хувирсан цемент (65-70%) болон кварц давамгайлсан хэмхдэсээс (30-35%) тогтоно. Хэмхдэсийн кварц (0.2 мм хүртэл) нэг чиглэлтэй байрлаж сулавтар занарлаг текстурыг илэрхийлнэ. Халькопирит гётитод түрэгдсэн.,label,
C-1,D0206,С-1,,,2023-08-06-2 шлиф.pdf,Л.Жаргал PhD (order Зах-2023/01),2023-08-06,mn,Strongly mineralized quartz-sericite schist,Хүчтэй хүдэржсэн кварц-серицитэт занар,Структур: микрогранолепидобласт. Текстур: занарлаг. Мөхлөг: 0.2 мм хүртэл,"[{""mineral"": ""кварц"", ""pct"": ""35-40""}, {""mineral"": ""серицит"", ""pct"": ""50""}, {""mineral"": ""хүдрийн эрдэс"", ""pct"": ""10-15""}, {""mineral"": ""төмрийн усан исэл"", ""pct"": null}]","цахиржилт (эпигенетик кварцын судал, линз 0.2-1.6 мм); төмрийн усан ислээр түрэгдсэн","хүдрийн эрдсүүд 10-15%: кварц-серицит масс дээр жигд сарнисан ялтаслаг, хайрслаг мөхлөг (0.008-0.2 мм) ба кварцын судалтай хамт дөрвөлжиндүү, тэгш өнцөгт мөхлөг (0.03-0.5 мм); төмрийн усан ислээр түрэгдсэн бололтой","Чулуулаг хүчтэй хүдэржих, бага зэрэг цахиржих процессуудад өртөгджээ. Кварцын гранобластлаг, серицитийн лепидобласт мөхлөгүүдээс тогтож, занаржилтын дагуу кварцын судал, линз ялгарна. Хүдрийн эрдсүүд нэвтэрсэн гэрэлд улаан хүрэн өнгө өгч байгаа нь төмрийн усан ислээр түрэгдсэнийг илтгэнэ.",label,
C-2,D0207,С-2,,,2023-08-06-2 шлиф.pdf,Л.Жаргал PhD (order Зах-2023/01),2023-08-06,mn,Mineralized sericite-quartz schist,Хүдэржсэн серицит-кварцат занар,Структур: микролепидогранобласт. Текстур: сулавтар занарлаг. Мөхлөг: 0.8 мм хүртэл,"[{""mineral"": ""кварц"", ""pct"": ""70""}, {""mineral"": ""серицит"", ""pct"": ""20-25""}, {""mineral"": ""хүдрийн эрдэс"", ""pct"": ""5-10""}, {""mineral"": ""төмрийн усан исэл"", ""pct"": null}]","кварц 2 генерациар үүссэн (линз, зурвас маягийн бөөгнөрөл 0.2-0.8 мм)","хүдрийн эрдсүүд 5-10%: серицит, мусковиттой ассоциацитай ялтаслаг, хайрслаг агрегат (0.006-0.04 мм) болон бичил шигтгээ маягийн томоохон мөхлөг (0.04-0.3 мм)","Кварц, серицитийн мөхлөгүүдээс бүрдэж, микролепидогранобласт структур, сулавтар занарлаг текстуртай. Хүдрийн эрдсүүд серициттэй ассоциаци үүсгэн жигд сарнисан.",label,
40763,D0208,40763,OVD008,84.5,2023-06-20-3 thin sections.pdf,Л.Жаргал PhD (client: Рагнарок инвестмент ХХК / Ragnarok Investment LLC; order Зах-2023/01),2023-06-20,mn,Strongly altered fine- to medium-grained olivine-amphibole gabbro (melanocratic gabbro),Хүчтэй хувирсан жижиг-дунд мөхлөгт оливин-амфиболт габбро (меланократ габбро),"Структур: гипидиоморф, хэсэгчлэн пойкилоофит, венц. Текстур: цул нягт. Мөхлөг: 0.4-3.0 мм","[{""mineral"": ""плагиоклаз"", ""pct"": ""25-30""}, {""mineral"": ""амфибол"", ""pct"": ""40-45""}, {""mineral"": ""оливин"", ""pct"": ""10-15""}, {""mineral"": ""биотит"", ""pct"": ""5""}, {""mineral"": ""пироксен"", ""pct"": ""цөөн""}, {""mineral"": ""хүдрийн эрдэс"", ""pct"": ""10-15""}, {""mineral"": ""апатит"", ""pct"": ""ховор""}]","серицит, төмрийн усан исэл, хлорит, актинолит, карбонат, соссюрит, тальк(?), серпентин; оливин серпентинээр түрэгдсэн",хүдрийн эрдэс 10-15%: шигтгээ маягийн ялгарлууд болон оливины ан цаваар судал,"Маш хүчтэй метаморф хувиралд орсон; плагиоклаз, амфибол, оливин, бага биотит, ховор пироксенээс тогтоно. Оливин амфиболоор түрэгдэн реликтээр агуулагдаж венц маягийн структур үүсгэсэн; ан цаваар нь серпентин, хүдрийн эрдэс үүссэн.",tag,
40900,D0209,40900,OVD001,56.8,2023-06-20-3 thin sections.pdf,Л.Жаргал PhD (client: Рагнарок инвестмент ХХК / Ragnarok Investment LLC; order Зах-2023/01),2023-06-20,mn,Altered fine- to medium-grained biotite-amphibole gabbro,Хувирсан жижиг-дунд мөхлөгт биотит-амфиболт габбро,Структур: гипидиоморф. Текстур: цул нягт. Мөхлөг: 0.5-2.6 мм,"[{""mineral"": ""хувирсан плагиоклаз"", ""pct"": ""45-50""}, {""mineral"": ""амфибол"", ""pct"": ""30""}, {""mineral"": ""биотит"", ""pct"": ""10-15""}, {""mineral"": ""пироксен"", ""pct"": ""5""}, {""mineral"": ""оливин"", ""pct"": ""цөөн""}, {""mineral"": ""хүдрийн эрдэс"", ""pct"": ""5""}, {""mineral"": ""апатит"", ""pct"": ""ховор""}]","серицит, актинолит, төмрийн усан исэл, соссюрит, хлорит, карбонат, серпентин; плагиоклаз бүрэн хлорит-серицитэд хувирсан",хүдрийн эрдэс 5%: голчлон өнгөт эрдсүүдтэй ассоциацитай,"Хүчтэй метаморф хувиралд өртсөн; хувирсан плагиоклаз, амфибол, биотит, бага пироксен, ховор оливиноос тогтоно. Амфибол пироксен, оливиныг түрж реликт мөхлөгүүдийг нь агуулна; биотит хлорит, мусковитоор түрэгджээ.",tag,
40913,D0210,40913,OVD001,68.0,2023-06-20-3 thin sections.pdf,Л.Жаргал PhD (client: Рагнарок инвестмент ХХК / Ragnarok Investment LLC; order Зах-2023/01),2023-06-20,mn,"Mineralized, altered fine- to medium-grained biotite-bearing alkaline-affinity diorite (with diorite porphyry contact in section)","Хүдэржиж, хувирсан жижиг-дунд мөхлөгт биотитот шүлтлэгдүү диорит","Структур: гипидиоморф (диорит порфир хэсэг: шигтгээлэг, микрозернист-микрогипидиоморф үндсэн хэсэгтэй). Текстур: цул нягт. Мөхлөг: 0.4-2.0 мм","[{""mineral"": ""плагиоклаз"", ""pct"": ""40""}, {""mineral"": ""биотит"", ""pct"": ""10-15""}, {""mineral"": ""калийн хээрийн жонш"", ""pct"": ""5""}, {""mineral"": ""кварц"", ""pct"": ""5""}, {""mineral"": ""хүдрийн эрдэс"", ""pct"": ""35-40""}, {""mineral"": ""лейкоксенжсэн сфен"", ""pct"": ""ховор""}]","хлорит, серицит, төмрийн усан исэл, соссюрит, карбонат, шаварлаг эрдэс; эпигенетик карбонатын судал; биотит хлоритод бүрэн псевдоморфоз үүсгэсэн","хүдрийн эрдэс 35-40% (semi-massive): зурвас, бичил шигтгээ, толбо маягийн ургалт; хүдрийн зурвасууд карбонатын хялгасан судлаар зүсэгдсэн","Шлифийн талбайд шүлтлэгдүү диорит ба диорит порфирын зааг оржээ. Плагиоклаз карбонат, серицит, хлоритоор түрэгдэж, захаасаа КХЖ-оор түрэгдсэн; кварц КХЖ-той микропегматит маягийн ургалттай. Хүдрийн эрдэс чулуулгийн 35-40%-ийг эзэлж, зурвас, шигтгээ, толбо маягаар үүссэн.",tag,
42807,D0211,SC04@168.3m,SC04,168.3,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,"Foliated, pyritic, fine-grained variolitic metabasalt",,foliated; variolitic (rounded/ovoid sericite bodies 0.2-0.6mm),"[{""mineral"": ""quartz-chlorite-sericite intergrowth"", ""pct"": null}, {""mineral"": ""leucoxene (streaks to 4mm)"", ""pct"": null}, {""mineral"": ""pyrite"", ""pct"": ""3-5""}]","complete recrystallization: quartz, chlorite, sericite; leucoxene streaks along foliation","fine-grained euhedral pyrite to ~0.5mm (~3-5%) arrayed along foliation, late kinematic, overgrows leucoxene trails","A foliated, pyritic, fine-grained variolitic metabasalt with no trace of the protolith mineralogy preserved. Irregularly distributed 0.2-0.6mm rounded sericite bodies are thought to represent varioles, not altered phenocrysts. Euhedral pyrite crystals (~3-5%) along the foliation are late kinematic.",hole+depth,
42808,D0212,SC04@171.0m,SC04,171.0,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,"Fine-grained, sparsely olivine-phyric, weakly vesicular metabasalt",,sparsely olivine-phyric; weakly vesicular (spheroidal vesicles 0.5-1mm filled by calcite and quartz); quench plagioclase texture; no foliation,"[{""mineral"": ""quench plagioclase"", ""pct"": null}, {""mineral"": ""chlorite (after pyroxene, olivine)"", ""pct"": null}, {""mineral"": ""titanite (after FeTi oxides)"", ""pct"": null}, {""mineral"": ""former olivine phenocrysts"", ""pct"": ""1-2""}, {""mineral"": ""pyrite"", ""pct"": ""1-2""}]",chlorite after former pyroxenes and olivine phenocrysts; calcite-quartz vesicle fill and fractures; titanite after FeTi oxides,~1-2% disseminated pyrite cubes to 2mm; some vesicles cored by a single pyrite crystal,"A fine-grained, sparsely olivine-phyric, weakly vesicular metabasalt with ~1-2% disseminated pyrite cubes to 2mm. Former euhedral olivine phenocrysts (1-2%, to ~1mm) are replaced by chlorite. Lacks the foliation evident in the rock only 3m higher in this drillhole.",hole+depth,
SC04@280.7,D0213,SC04@280.7m,SC04,280.7,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Relatively fine-grained hornblende gabbro (possible near-chilled margin candidate),,intergrowth of blocky mm-sized euhedral plagioclase and hornblende; excellent textural preservation,"[{""mineral"": ""plagioclase"", ""pct"": ""~60""}, {""mineral"": ""hornblende"", ""pct"": ""35-40""}, {""mineral"": ""FeTi oxides (<0.2mm, altered)"", ""pct"": ""2-4""}, {""mineral"": ""olivine (chloritized phenocrysts)"", ""pct"": ""<<1""}, {""mineral"": ""interstitial quartz+Kspar+sodic plagioclase+apatite"", ""pct"": ""1-2""}]",plagioclase replaced by sericite + microcrystalline epidote; hornblende replaced by chlorite + epidote (occasional fresh brown cores); olivine to yellowish chlorite,sparse disseminated pyrite and sub-0.2mm spots of chalcopyrite,"A relatively fine-grained hornblende gabbro with excellent textural preservation, largely blocky mm-sized plagioclase (~60%) and hornblende (35-40%), mostly euhedral but extensively altered. With 274ppm Cr, 21.4ppm Sc and 2.0ppm Th it is very close to OVD007@87.8m and is another possible near-chilled margin candidate.",hole+depth,
40910,D0214,OVD002@37m,OVD002,37.0,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Mineralized hornblende+phlogopite-bearing olivine gabbro,,"olivine inclusions in larger brown hornblende; plagioclase in interstitial clots, occasionally subophitic in hornblende","[{""mineral"": ""olivine (entirely altered, to 1mm)"", ""pct"": ""~10""}, {""mineral"": ""brown hornblende"", ""pct"": null}, {""mineral"": ""tan phlogopite (~1mm plates)"", ""pct"": null}, {""mineral"": ""plagioclase (prismatic)"", ""pct"": null}, {""mineral"": ""FeTi oxides"", ""pct"": ""1-2""}]",olivine to extremely fine-grained talc; plagioclase cores to chlorite + yellow-green epidote; hornblende locally with fibrous actinolite margins; phlogopite partly chloritized,"0.5-1cm sulfidic patches: pyrrhotite with pentlandite and chalcopyrite patches (~10% each of patch), or pyrrhotite largely replaced by pitted pyrite and fine-grained magnetite with chalcopyrite patches; shapes indicate re-organization from an original magmatic disposition","A mineralized hornblende+phlogopite-bearing olivine gabbro with ~10% entirely altered olivine crystals often included in larger brown hornblendes. The rock is an intergrowth of brown hornblende, tan phlogopite and abundant prismatic plagioclase. Sulfidic patches 0.5-1cm are pyrrhotite-dominated with pentlandite and chalcopyrite, locally replaced by pitted pyrite and magnetite.",tag,
41012,D0215,OVD003@155.3m,OVD003,155.3,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Olivine-bearing hornblende gabbro,,"brown hornblende crystals (1-2mm) poikilitically host plagioclase laths, augite and talc-altered olivines; strongly zoned plagioclase prisms in interstitial domains","[{""mineral"": ""olivine (euhedral, talc-replaced)"", ""pct"": ""10-12""}, {""mineral"": ""brown hornblende (dominant)"", ""pct"": null}, {""mineral"": ""plagioclase"", ""pct"": null}, {""mineral"": ""augite (fresh, colourless)"", ""pct"": null}, {""mineral"": ""apatite (acicular, occasional)"", ""pct"": null}, {""mineral"": ""FeTi oxides (bladed, very minor)"", ""pct"": null}]",olivine entirely replaced by talc; interstitial chlorite/talc,"sulfides restricted to a few sub-mm spots of pyrrhotite altered to pitted pyrite, with minor chalcopyrite and pentlandite","An olivine-bearing hornblende gabbro with ~10-12% euhedral olivine crystals now entirely replaced by talc, dispersed through a hornblende+plagioclase-dominated framework. Brown hornblendes poikilitically host plagioclase laths, fresh augite and altered olivines. Sulfides are restricted to a few sub-mm pyrite-altered pyrrhotite spots.",tag,
,D0216,OVD003@202m,OVD003,202.0,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Intensely hydrothermally altered and brecciated protomylonite (protolith probably olivine-hornblende gabbro),,interfingering microlithons to 5cm with different textures; brecciated,"[{""mineral"": ""chlorite"", ""pct"": null}, {""mineral"": ""carbonate"", ""pct"": null}, {""mineral"": ""leucoxene + Fe oxy-hydroxides"", ""pct"": null}, {""mineral"": ""relict plagioclase clusters"", ""pct"": null}]",texturally destructive carbonate and carbonate-chlorite bands; irregular web of fine-grained dark leucoxene and Fe oxy-hydroxides,a few trails of tiny chalcopyrite grains preserved; relatively sulfide-poor,An intensely hydrothermally altered and brecciated protomylonite with very limited evidence that the protolith was an olivine-hornblende gabbro. Interfingering microlithons to 5cm show different textures and alteration assemblages. Only a few trails of tiny chalcopyrite grains are preserved.,unmatched,untagged Crawford extra suggestion (Low MgO gabbro)
41027,D0217,OVD005@13.4m,OVD005,13.4,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,"Texturally well preserved, medium-grained olivine hornblendite",,"rounded olivine crystals to ~3mm, many included in brown hornblende; hornblende overgrowths on olivine, zoned to green margins","[{""mineral"": ""olivine (serpentinized, to smectite)"", ""pct"": ""25-30""}, {""mineral"": ""brown hornblende (dominant)"", ""pct"": null}, {""mineral"": ""augite (occasional, fresh)"", ""pct"": null}, {""mineral"": ""phlogopite (pale brown, to 2mm)"", ""pct"": null}]",olivine serpentinized then largely altered to brown smectite clays; phlogopite locally replaced by bright green fuchsite; actinolite fringes on hornblende; spots and veinlets of pale carbonate,sulfide-free,"A texturally well preserved, medium-grained olivine hornblendite in which all olivine has been serpentinized and subsequently largely altered to brown smectite clays. Rounded olivines to ~3mm make up ~25-30%, many included in brown hornblende. The rock is sulfide-free.",tag,
40628,D0218,OVD005@40.5m,OVD005,40.5,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Probably a sulfide-bearing hornblende-olivine gabbro or hornblendite (section too thin for confident diagnosis),,,"[{""mineral"": ""hornblende (relict cleavages)"", ""pct"": null}, {""mineral"": ""serpentine/clay after olivine"", ""pct"": null}, {""mineral"": ""intercumulus sulfide"", ""pct"": ""~15""}]",serpentine/clay after interpreted olivine,"intercumulus sulfide ~15% of the thin section; carbon coating (from electron probe microanalysis) precludes confident diagnosis, most appears to be pyrrhotite","Very little rock is preserved on this slide and what is there is too thin for detailed petrographic assessment. Almost certainly a sulfide-bearing hornblende-olivine gabbro or hornblendite similar to 13.4m, strongly supported by near-identical wholerock analyses. Intercumulus sulfide makes up ~15% of the section, mostly pyrrhotite.",tag,
40635,D0219,OVD005@53.0m,OVD005,53.0,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Lithology essentially identical to OVD005@40.5m (section too thin for confident diagnosis),,,"[{""mineral"": ""intercumulus brown hornblende"", ""pct"": null}, {""mineral"": ""brown smectite + chlorite (possibly after cumulus olivine)"", ""pct"": null}]",brown smectite and almost colourless chlorite possibly after former cumulus olivines,few sulfidic spots of pyrrhotite and chalcopyrite,"Another far too-thin section with little useful material, but the wholerock analysis shows impressive similarities to the 40.5m interval, suggesting essentially identical lithologies. Intercumulus brown hornblende is still evident; some hornblende grains host small plagioclase prisms.",tag,
40645,D0220,OVD005@71.0m,OVD005,71.0,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,"Poikilitic-textured hornblende-bearing olivine gabbro transitional to olivine-bearing hornblendite, cut by a broad band of skarnoid alteration",,"poikilitic: brown hornblendes to 3mm host talc-altered rounded olivines, fresh augite and plagioclase laths","[{""mineral"": ""brown hornblende"", ""pct"": null}, {""mineral"": ""olivine (talc-altered, rounded)"", ""pct"": null}, {""mineral"": ""augite (fresh, 0.2-0.5mm)"", ""pct"": null}, {""mineral"": ""plagioclase (stout clusters)"", ""pct"": null}]","patchy carbonate; tapering skarnoid band to ~1cm: fine-grained augite + microcrystalline epidote margins, inner prehnite + calcite patches with blocky green actinolite and euhedral titanite — style unique among the 38 samples studied","discontinuous trail of 1-3mm sulfide grains with chloritic haloes, dominant pyrrhotite with a few smaller chalcopyrite patches","A poikilitic-textured hornblende-bearing olivine gabbro transitional to the olivine-bearing hornblendites, with less olivine and more augite, cut by a broad band of skarnoid alteration reaching almost 1cm wide. The skarnoid band has fine-grained augite-epidote margins and inner prehnite-calcite patches with actinolite and titanite. A discontinuous trail of 1-3mm pyrrhotite-dominant sulfide grains has chloritic haloes.",tag,
41011,D0221,OVD007@50.0m,OVD007,50.0,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Well preserved olivine hornblende orthocumulate,,orthocumulate; cuspate intercumulus brown hornblende to 3mm poikilitically enclosing plagioclase laths and rounded olivines,"[{""mineral"": ""olivine (rounded, to 2mm, fresh/partly fresh)"", ""pct"": ""45-50""}, {""mineral"": ""intercumulus brown hornblende (abundant)"", ""pct"": null}, {""mineral"": ""augite (colourless, common)"", ""pct"": null}, {""mineral"": ""phlogopite (pale brown, to 2mm)"", ""pct"": null}, {""mineral"": ""plagioclase (stout laths to 1mm)"", ""pct"": null}, {""mineral"": ""chromite (occasional small crystals)"", ""pct"": null}, {""mineral"": ""sulfide"", ""pct"": ""~2""}]","narrow dark serpentine-magnetite bands along olivine fractures; some plagioclase to microcrystalline epidote, sericite, pale carbonate; biotite to chlorite","~2% sulfide in primary magmatic sites as cuspate intercumulus grains to 3mm, pyrrhotite-dominated with common chalcopyrite and pentlandite patches","A well preserved olivine hornblende orthocumulate with ~45-50% rounded olivines to 2mm, many fresh or partly fresh. Abundant intercumulus brown hornblende occurs as cuspate grains to 3mm poikilitically enclosing plagioclase laths and rounded olivines. About 2% sulfide occupies primary magmatic intercumulus sites, pyrrhotite-dominated with chalcopyrite and pentlandite patches.",tag,
41031,D0222,OVD007@55.9m,OVD007,55.9,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Ophitic-textured hornblende biotite gabbro,,ophitic; mm-sized fresh brown hornblendes with plagioclase prism inclusions; strong zoning to greenish rims,"[{""mineral"": ""brown hornblende (common, fresh)"", ""pct"": null}, {""mineral"": ""plagioclase"", ""pct"": null}, {""mineral"": ""biotite (tan, fresh to partly chloritized)"", ""pct"": null}, {""mineral"": ""olivine (talc-altered)"", ""pct"": ""<5""}, {""mineral"": ""augite (fresh cores in larger hornblendes)"", ""pct"": null}, {""mineral"": ""FeTi oxides (fresh, sub-0.5mm)"", ""pct"": ""<1""}, {""mineral"": ""apatite (acicular, common)"", ""pct"": null}]",partial sericitization of plagioclase; partial chloritization of biotite; talc after olivine,sulfides restricted to a few tiny spots of pyrite-altered pyrrhotite and chalcopyrite,"An ophitic-textured hornblende biotite gabbro in which the common mm-sized brown hornblendes are fresh and commonly contain small plagioclase prisms. Olivines (<5%, talc-altered) are included within brown hornblendes. Note: the analyst was unsure the provided core photo matches the thin section.",tag,
41025,D0223,OVD007@58.2m,OVD007,58.2,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Vari-textured gabbro (texturally complex),,broad fine-grained augite-plagioclase bands to ~1cm hosting coarser leucogabbroic pockets to 1cm+; late chlorite-filled vugs in some pockets,"[{""mineral"": ""augite"", ""pct"": null}, {""mineral"": ""plagioclase (largely replaced by microcrystalline epidote in fine bands)"", ""pct"": null}, {""mineral"": ""pale brown-green hornblende (in coarse pockets)"", ""pct"": null}, {""mineral"": ""FeTi oxides (altered)"", ""pct"": ""1-2""}, {""mineral"": ""quartz + titanite + chlorite (minor interstitial)"", ""pct"": null}]",plagioclase almost entirely replaced by murky microcrystalline epidote in fine-grained bands; chlorite and carbonate patches and late veinlets,6-8mm-wide sulfidic band largely pyrrhotite with ~10% chalcopyrite and slightly less pentlandite; discontinuous narrow pyrite band separates a plagioclase-rich band from the sulfide bands,"A bizarre, texturally complex rock probably best broadly termed a vari-textured gabbro, with fine-grained augite-plagioclase bands hosting coarser-grained leucogabbroic pockets. A 6-8mm-wide sulfidic band composed largely of pyrrhotite with ~10% chalcopyrite and slightly less pentlandite occurs within a plagioclase-dominant domain.",tag,
41026,D0224,OVD007@87.8m,OVD007,87.8,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Well preserved subophitic-textured olivine-phyric hornblende microgabbro (close to chilled margin 'parent magma' candidate; 7.1% MgO),,subophitic; average grainsize ~1mm; holocrystalline groundmass,"[{""mineral"": ""brown/tan hornblende (abundant, subhedral, fresh)"", ""pct"": null}, {""mineral"": ""olivine phenocrysts (euhedral, talc-replaced)"", ""pct"": null}, {""mineral"": ""plagioclase (laths)"", ""pct"": null}, {""mineral"": ""phlogopite (brown-tan plates)"", ""pct"": ""1-2""}, {""mineral"": ""ilmenite (bladed)"", ""pct"": ""1-2""}, {""mineral"": ""quartz (interstitial)"", ""pct"": ""2-4""}]",all former olivines replaced by talcose aggregates,sulfides restricted to rare tiny spots of pyrite and chalcopyrite,A well preserved subophitic-textured olivine-phyric hornblende microgabbro; all former olivine phenocrysts are euhedral crystals replaced by talcose aggregates within a fresh hornblende-plagioclase framework. The rock lacks augite. This sample likely represents a close-to-chilled-margin 'parent magma' for the olivine-hornblende±augite orthocumulates.,tag,
41028,D0225,OVD008@27.3m,OVD008,27.3,Asian Battery Metals March 2025 The Oval Summary Report.pdf,"Dr Anthony J Crawford, A & A Crawford Geological Research Consultants",2025-03-29,en,Medium-grained hornblende gabbro,,"subhedral brown hornblende to 4mm in multi-crystal clots, poikilitically including augite, plagioclase laths and FeTi oxides; strongly zoned interstitial plagioclase ~0.5mm","[{""mineral"": ""brown hornblende"", ""pct"": ""40-50""}, {""mineral"": ""augite (occasional fresh, 1-2mm)"", ""pct"": null}, {""mineral"": ""olivine (sparse, talc-altered)"", ""pct"": null}, {""mineral"": ""plagioclase (interstitial, stout, zoned)"", ""pct"": null}, {""mineral"": ""chlorite + calcite + minor quartz (interstitial)"", ""pct"": null}, {""mineral"": ""apatite (occasional acicular)"", ""pct"": null}]",talc after olivine; microcrystalline epidote in included plagioclase; pale green actinolite fringes on some hornblendes,the rock lacks sulfides,"A medium-grained hornblende gabbro dominated by subhedral brown hornblende (~40-50%) to 4mm, often in multi-crystal clots, with occasional fresh augite but only sparse talc-altered olivines. Hornblendes show strong brown-to-green zoning and poikilitically include tatty augite and small plagioclase laths. The rock lacks sulfides.",tag,
