HOLE_ID,Depth (m),Dip,Azim (Orig),Grid (Orig),Azim (UTM),"SURVEY
METHOD","DH SURVEY
COMPANY","SURVEY
DATE"
OVD025,35,-54,231.5,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD025,40,-54,231.6,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD025,45,-54,231.8,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD025,50,-54,232,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD025,55,-53.9,232.1,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD025,60,-53.7,231.9,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD025,65.9,-53.7,232,WGS84_46N,,GY,Ragnarok Investment LLC,17/11/2024
OVD026,0,-50.5,314.1,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,5,-50.1,313.9,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,10,-50.3,313.6,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,15,-50.6,313.8,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,20,-50.6,313.7,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,25,-50.5,313.9,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,30,-50.3,313.9,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,35,-50.3,313.9,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,40,-50.4,313.9,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,45,-50.3,314,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,50,-50.5,313.9,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,55,-50.6,313.8,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,60,-50.7,313.7,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,65,-50.9,313.5,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,70,-50.8,313.5,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,75,-50.9,313.4,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,80,-50.8,313.5,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,85,-50.9,313.5,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,90,-51.1,313.5,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,95,-51.1,313.3,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,100,-51.2,313.2,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,105,-51.3,313,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,110,-51.6,313,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,115,-51.5,313,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,120,-51.7,313,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD026,125,-51.7,313.1,WGS84_46N,,GY,Ragnarok Investment LLC,22/11/2024
OVD027,0,-65,137.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,5,-65,137.1,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,10,-65.1,137.7,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,15,-65.1,137.6,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,20,-65,138.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,25,-65.1,138.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,30,-65.2,138.5,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,35,-65.1,138.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,40,-65.2,139,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,45,-65.3,139.1,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,50,-65.4,139.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,55,-65.7,139.5,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,60,-65.5,139.5,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,65,-65.5,139.7,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,70,-65.4,139.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,75,-65.3,140,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,80,-65.4,140.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,85,-65.2,140.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,90,-65.3,140.5,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,95,-65.6,140.4,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,100,-65.6,140.6,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,105,-65.7,140.7,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,110,-65.8,140.6,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,115,-65.8,140.6,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,120,-65.8,140.7,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,125,-65.7,140.8,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,130,-65.7,140.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,135,-65.5,141.1,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,140,-65.5,141.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD027,147.9,-65.7,141.5,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,0,-69.5,237.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,5,-69.3,236.5,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,10,-69.3,236.6,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,15,-69.3,236.7,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,20,-69.4,237.1,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,25,-69.5,237.2,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,30,-69.5,237.4,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,35,-69.6,237.7,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,40,-69.4,238,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,45,-69.5,238,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,50,-69.5,237.8,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,55,-69.6,238,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,60,-69.6,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,65,-69.7,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,70,-69.7,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,75,-69.6,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,80,-69.7,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,85,-69.8,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,90,-69.9,237.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,95,-69.8,237.9,WGS84_46N,`,GY,Ragnarok Investment LLC,27/11/2024
OVD008,100,-69.7,238.8,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,105,-69.9,238.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD008,110.5,-69.9,238.9,WGS84_46N,,GY,Ragnarok Investment LLC,27/11/2024
OVD009,5,-78,228.6,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,11,-78,234.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,17,-78,239.8,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,23,-78,241.8,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,29,-78,241.3,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,35,-78,242.5,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,41,-78,244.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,47,-78,243,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,53,-78,243.2,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,59,-78,243.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,65,-78,242.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,71,-78,242.3,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,77,-78,242.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,83,-78,241.7,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,89,-78,242.2,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,95,-78,242.2,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,101,-78,242,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,107,-78,241.9,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,113,-78,241.9,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,119,-78,242.2,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,125,-78,242.3,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,131,-78,242.9,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,137,-78,243.1,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,143,-78,243,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,149,-78,242,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,155,-78,242.1,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,161,-78,244.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,167,-78,240.2,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,173,-78,237.4,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,179,-78,240.9,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,185,-78,241.6,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,191,-78,247.8,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,197,-78,246.5,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD009,240,-78,246.5,WGS84_46N,,"Ez-trac, Multi shot",Ragnarok Investment LLC,5/30/2023
OVD028,0,-62.53,204.32,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,5,-62.41,204.36,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,10,-62.24,204.42,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,15,-62.58,204.55,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,20,-62.66,204.72,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,25,-62.59,204.77,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,30,-62.63,204.74,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,35,-62.42,204.58,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,40,-62.17,204.36,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,45,-61.97,203.9,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,50,-61.71,203.54,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD028,53.9,-61.66,203.51,WGS84_46N,,GM,Ragnarok Investment LLC,11/29/2024
OVD029,0,-68.6,132,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,5,-68.6,130.5,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,10,-68.5,130.4,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,15,-68.4,130.3,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,20,-68.3,130.5,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,25,-68.2,130.7,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,30,-68.2,130.9,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,35,-68.2,131.1,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,40,-68.3,131.2,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,45,-68.4,131.3,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,50,-68.5,131.3,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,55,-68.5,131.4,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,60,-68.5,131.5,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,65,-68.4,131.6,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,70,-68.4,131.8,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,75,-68.4,131.7,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,80,-68.5,132.2,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,85,-68.6,132.3,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,90,-68.6,132.2,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,95,-68.6,132.4,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,100,-68.4,132.6,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,105,-68.6,132.6,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,110,-68.7,132.6,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,115,-68.7,132.7,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,120,-68.9,132.6,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,125,-68.8,132.7,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,130,-68.8,132.8,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,135,-68.8,133.3,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,140,-68.8,133.8,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,145,-68.7,134.2,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,150,-68.6,134.2,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,155,-68.5,134.5,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,160,-68.4,134.7,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,165,-68.3,134.7,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,170,-68.4,134.6,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD029,175.5,-68.4,134.9,WGS84_46N,,GM,Ragnarok Investment LLC,3/12/2024
OVD030,0,-85,352.7,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,10,-85.3,354.8,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,20,-85.2,354.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,30,-85.2,354.5,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,40,-85.3,354.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,50,-85.5,357.1,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,60,-85.4,356.8,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,70,-85.4,357.6,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,80,-85.4,359.3,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,90,-85.4,358.1,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,100,-85.5,358.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,110,-85.3,359.3,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,120,-85.4,358.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,130,-85.4,357.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,140,-85.4,358.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,150,-85.5,359.4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,160,-85.4,359.5,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,170,-85.3,0.6,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,180,-85.2,1,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,190,-85.4,3.4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,200,-85.4,1.6,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,210,-85.5,3.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,220,-85.3,2.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,230,-85.2,4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,240,-85.4,3.6,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,250,-85.2,3.4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,260,-85.4,2.7,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,270,-85.3,1.8,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,280,-85.3,2.3,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,290,-85.3,3.4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,300,-85.2,4.1,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,310,-85.2,3.5,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,320,-85.3,5.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,330,-85.1,4.2,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,340,-85.3,5.8,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,350,-85.1,4.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,360,-85.1,5,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,370,-85.3,4.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,380,-85.2,5.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,390,-85.1,6.4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,400,-85.1,6.9,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,410,-85.1,6.3,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,420,-85.2,9.6,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,430,-85.1,9.1,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,440,-85.2,10,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,450,-85.1,10.4,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
OVD030,459.5,-85.1,10.6,WGS84_46N,,GM,Ragnarok Investment LLC,8/11/2025
SC05,0,-70.17,30,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,5,-70.17,29.93,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,10,-70.02,30.18,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,15,-69.95,30.38,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,20,-69.91,30.2,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,25,-69.84,30.37,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,30,-69.85,30.25,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,35,-69.79,30.68,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,40,-69.8,31.05,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,45,-69.78,31.16,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,50,-69.71,31.43,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,55,-69.63,31.32,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,60,-69.47,31.7,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,65,-69.38,31.95,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,70,-69.44,32.05,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,75,-69.45,32.42,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,80,-69.44,32.55,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,85,-69.46,32.95,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,90,-69.51,32.98,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,95,-69.49,33.14,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,100,-69.44,33.67,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,105,-69.36,34.54,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,110,-69.38,34.62,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,115,-69.42,35.11,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,120,-69.37,35.34,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,125,-69.3,35.58,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,130,-69.23,35.39,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,135,-69.3,35.33,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,140,-69.36,35.62,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,145,-69.33,35.67,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,150,-69.29,36.05,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,155,-69.26,36.2,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,160,-69.16,36.84,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,165,-69.11,36.91,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,170,-69.14,37.02,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,175,-69.23,37.43,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,180,-69.31,37.89,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,185,-69.25,38.07,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,190,-69.16,38.45,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,195,-69.12,38.77,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,200,-69.06,39.01,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,205,-68.97,39.22,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,210,-69.02,39.28,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,215,-69.05,39.43,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,220,-68.94,39.5,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,225,-68.84,39.56,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,230,-68.63,39.73,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,235,-68.59,39.72,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,240,-68.56,39.92,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,245,-68.48,39.78,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,250,-68.45,40.09,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,255,-68.34,40.1,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,260,-68.29,40.23,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,265,-68.22,40.31,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,270,-68.11,40.34,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,275,-68.1,40.44,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,280,-68,40.46,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,285,-67.94,40.14,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,290,-67.74,40.14,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,295,-67.59,40.15,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,300,-67.57,40.38,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,305,-67.48,40.34,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,310,-67.44,40.35,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,315,-67.42,40.63,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,320,-67.34,40.68,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,325,-67.37,40.68,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,330,-67.26,40.8,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,335,-67.24,40.95,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,340,-67.18,41.04,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,345,-67.05,40.83,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
SC05,350,-67.17,41.06,WGS84_46N,,GM,Ragnarok Investment LLC,4/1/2025
