source_file,source_fileId,sample_id,drillhole_id,depth,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
Thin and polish-4.docx,1ip2bAQRB303SZq0R5zbY0CBuhQnA02cs,A,,,polished thin section (ӨТШлиф),Fine- to medium-grained pyroxene-hornblende gabbro,Жижиг-дунд ширхэгтэй пироксен эвэр хуурмагт габбро,Структур: субофитлог. Текстур: цул нягт. Grain size 0.6-2.5 mm,Плагиоклаз + эвэр хуурмаг / plagioclase + hornblende:20-25; Мон. пироксен / monoclinic pyroxene:10-15; Хувирсан биотит / altered biotite:3-5; Ильменит / ilmenite:цөөн (few); Гётит / goethite:цөөн (few); Гидрогётит / hydrogoethite:цөөн (few),"Weak - plagioclase slightly altered to sericite, chlorite, actinolite; biotite completely converted to chlorite with rutile; hornblende and clinopyroxene unaltered","Ilmenite (brownish grey, tabular-prismatic 0.05-0.2 mm, anisotropic, disseminated, slightly replaced at margins by leucoxene and hydrogoethite); few goethite micro-grains 0.01-0.1 mm locally replacing ilmenite","Субофитлог бүтэцтэй габбро. Плагиоклаз нь хавтгай призмлэг, бүслүүрлэг, андезины найрлагатай, 0.6-1.8 мм, серицит, хлорит, актинолитод бага зэрэг хувирсан ба захаасаа эвэр хуурмагаар түрэгдсэн. Плагиоклазын призмүүдийн завсрыг эвэр хуурмаг, мон. пироксен, хувирсан биотит дүүргэн субофитлог бүтэц үүсгэнэ. Эвэр хуурмаг (0.5-2.0 мм) хувираагүй, мон. пироксен (0.7-1.8 мм, унтралын өнцөг 36-38 градус) хувираагүй, хувирсан биотит (0.3-1.1 мм) рутилтэй хлоритод бүрэн хувирсан. Ойсон гэрэлд ильменит, гётит, гидрогётит тодорхойлогдов.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
Thin and polish-4.docx,1ip2bAQRB303SZq0R5zbY0CBuhQnA02cs,2102,,,polished thin section (ӨТШлиф),Chlorite-albite metasomatite after gabbrodiorite porphyry,Габбродиорит порфироор үүссэн хлорит-альбитат метасоматит,"Структур: микролепидогранобласт, реликт шигтгээлэг, реликт призмлэг мөхлөгт. Текстур: сулавтар занарлаг. Grain size 0.01-0.4 mm",Хувирсан плагиоклаз (альбит) / altered plagioclase (albite):45-50; Хлоритын псевдоморфоз / chlorite pseudomorphs:15-20; Титанит / titanite:0.5-1.0; Ильменит / ilmenite:цөөн (few); Гётит / goethite:ганц нэг (rare); Пирит / pyrite:цөөн (few); Актинолит / actinolite (secondary),Very strong metasomatism; plagioclase recrystallised to fine albite granoblastic aggregate; primary biotite replaced by chlorite pseudomorphs with weak ferruginisation,Ore paragenesis ilmenite - titanite - leucoxene - pyrite - goethite - hydrogoethite. Ilmenite isometric euhedral 0.01-0.05 mm strongly replaced by titanite and hydrogoethite; leucoxenised titanite (sphene) 0.05-0.1 mm evenly disseminated; rare pyrite 0.01-0.05 mm,"Хлорит-альбитаас тогтсон лепидогранобласт агрегатаас бүрдэх метасоматит; анхдагч чулуу нь метасоматоз хувиралд маш хүчтэй хувирч реликт шигтгээлэг, призмлэг мөхлөгт бүтцээ муухан хадгалсан. Зонхилох хувийг 0.01-0.1 мм альбитын мөхлөгөөс тогтсон бичил гранобласт агрегат эзэлнэ. Реликт плагиоклазаар үүссэн псевдоморфозын завсраар 0.1-0.4 мм хэмжээтэй, бага зэрэг мусковиттай хлоритын псевдоморфозууд (анхдагч габбродиоритын биотитоор үүссэн, дотор нь сулавтар төмөржсөн биотитын реликттэй) жигд тархсан бөгөөд эдгээр нь реликт шигтгээлэг бүтцийг үүсгэнэ. Ойсон гэрэлд титанит, ильменит, пирит тодорхойлогдов.","not stated in document (Mongolian-language petrographic-mineragraphic description sheet, 'Петрографи, минераграфийн бичиглэл' format; filed under 31_From_Batkhurel/5. Laboratory/Thin and polish)",
"BE-3 samples in English.pdf (Results of Ore Petrology - Ragnarock Investment, 3 block samples)",1JCorsOW4v8Vepb9HJlzYNDtzabENxU25,40763,OVD008 (per ABM 'Suggested Petro for the Oval 2024' list),84.5 m (per ABM list; not stated in this report),polished block sample (ore petrology / reflected light),,,"Structure and texture: disseminated, veinlets. Opaque grain size 11-5155 um; ore vein width 6-38 um. Rock = 20-25% ore minerals, 75-80% gangue",Pyrrhotite (tabulated as 'Pyrite'):10-15; Chalcopyrite:5; Pentlandite:2; Magnetite:3,Pyrrhotite partially altered to magnetite; pyrrhotite surfaces porous,"Paragenetic sequence pyrrhotite -> chalcopyrite -> pentlandite -> magnetite. Pyrrhotite anhedral, whitish yellow, impure surface, 26-5155 um; chalcopyrite greenish-yellow anhedral 39-1810 um; pentlandite anhedral 35-388 um; magnetite grey anhedral 11-410 um micro-disseminated, plus vein-like accumulations 6-38 um along gangue cracks","Polished block containing 20-25% ore minerals: anhedral disseminated pyrrhotite (whitish yellow, porous, up to 5155 um) rimmed by greenish-yellow chalcopyrite and partially altered to magnetite. Chalcopyrite (39-1810 um) is associated with pyrrhotite, pentlandite and magnetite; pentlandite (35-388 um) accompanies pyrrhotite and chalcopyrite. Grey magnetite is minor, micro-disseminated, and also forms vein-like accumulations 6-38 um wide along cracks in the gangue.",L. Oyunjargal Ph.D (NUM); client Ragnarock Investment LLC; 9-page report. Mongolian-language twin: 'BE-3 samples in Mongolian.pdf' fileId 1POBc4Or0a4L_m33xSjb5WwJSULy7bb0X,2023-06-22
"BE-3 samples in English.pdf (Results of Ore Petrology - Ragnarock Investment, 3 block samples)",1JCorsOW4v8Vepb9HJlzYNDtzabENxU25,40900,OVD001 (per ABM 'Suggested Petro for the Oval 2024' list),56.8 m (per ABM list; not stated in this report),polished block sample (ore petrology / reflected light),,,"Structure and texture: disseminated, colloform. Opaque grain size 25-2300 um. Ore minerals about 5% of rock volume",Pyrite:<1; Native copper:<1; Goethite:5; Limonite:<1,Supergene - goethite altered to limonite; limonite as very fine earthy aggregates,Paragenetic sequence pyrite -> copper -> goethite -> limonite. Creamy yellow anhedral pyrite 34-304 um associated with gangue; two anhedral pink native-copper grains 92x210 and 83x110 um; goethite altering to limonite,"Polished block with about 5% ore minerals forming disseminated and colloform accumulations. Creamy yellow anhedral pyrite (34-304 um) sits with gangue minerals. Two grains of pink native copper (92x210 and 83x110 um) were found, anhedral under the ore microscope. Goethite alters to limonite, which is distributed through the rock as very fine earthy aggregates.",L. Oyunjargal Ph.D (NUM); client Ragnarock Investment LLC; 9-page report. Mongolian-language twin: 'BE-3 samples in Mongolian.pdf' fileId 1POBc4Or0a4L_m33xSjb5WwJSULy7bb0X,2023-06-22
"BE-3 samples in English.pdf (Results of Ore Petrology - Ragnarock Investment, 3 block samples)",1JCorsOW4v8Vepb9HJlzYNDtzabENxU25,40913,OVD001 (per ABM 'Suggested Petro for the Oval 2024' list),68.0 m (per ABM list; not stated in this report),polished block sample (ore petrology / reflected light),,,"Structure and texture: disseminated, massive, veinlets. Opaque grain size 30-8649 um; ore vein width 17-221 um. Rock = 55% ore minerals, 45% non-ore",Pyrrhotite (tabulated as 'Pyrite'):30-35; Chalcopyrite:10-15; Cubanite (?):5; Magnetite:2; Pentlandite (?):3,,Paragenetic sequence pyrrhotite -> chalcopyrite -> cubanite. Creamy yellow anhedral pyrrhotite 30-2710 um plus 17-221 um veinlets; greenish yellow anhedral chalcopyrite 108-8649 um; cubanite anhedral 56-400 um with pyrrhotite; pinkish-creamy pentlandite anhedral 21-265 um; magnetite as veinlets in gangue cracks,"Semi-massive sulphide block in which ore minerals make up 55% of the rock. Creamy yellow anhedral pyrrhotite (30-2710 um) dominates and also forms veinlets 17-221 um wide. Greenish yellow anhedral chalcopyrite reaches 8649 um. Cubanite (56-400 um) is associated with pyrrhotite grains, and pinkish-creamy pentlandite (21-265 um) accompanies pyrrhotite; magnetite occurs as veinlets in cracks in the gangue.",L. Oyunjargal Ph.D (NUM); client Ragnarock Investment LLC; 9-page report. Mongolian-language twin: 'BE-3 samples in Mongolian.pdf' fileId 1POBc4Or0a4L_m33xSjb5WwJSULy7bb0X,2023-06-22
Report20231124.docx,106T7bR2o5_Pw1pFPEcfzml6Q9DhdnFUT,40763,OVD-008,84.5 m,polished thin section (x2) + SEM-EDS,,,Type-1 magmatic assemblage: interstitial inclusions and globular/ellipsoidal pentlandite-chalcopyrite-pyrrhotite intergrowths; flame-like pentlandite exsolution lamellae in pyrrhotite; angular interstitial sulphides,Nickel pyrrhotite:74-86 (of sulphide); Chalcopyrite:9-20 (of sulphide); Pentlandite:0.5-6 (of sulphide); Pyrite; Goethite; Titanomagnetite; Magnetite; Chromium-alumina spinel; Ilmenite (Cr-bearing); Galena:small amount; Zn-bearing mineral:small amount; Ag-Te mineral:unknown/trace; Ni-bearing anglesite:unknown/trace,"Where the rocks have undergone significant metasomatism pyrite and chalcopyrite become dominant, but total sulphide is then small (generally <3-10%)","Sulphides: pyrrhotite (Ni-bearing), chalcopyrite, pentlandite, pyrite (Ni-bearing), goethite. Pentlandite carries about 1.2 wt% Co and 30.9-36.3% Ni; lamellar pentlandite (pn2) has lower Ni (20.9-28.3%) and very low Co (~0.3 wt%). Oxides: titanomagnetite, magnetite, Cr-Al spinel, Cr-bearing ilmenite","Sample dominated by sulphides (pyrrhotite, chalcopyrite, pentlandite, pyrite, goethite) together with spinel-group minerals (titanomagnetite, magnetite, chromium-alumina spinel) and ilmenite. Nickel pyrrhotite makes up 74-86% of the sulphide assemblage, chalcopyrite 9-20% and pentlandite 0.5-6%. Early pentlandite (pn1) contains 30.9-36.3% Ni with about 1.2 wt% Co, whereas lamellar pentlandite (pn2) is poorer in Ni (20.9-28.3%) and nearly Co-free. SEM-EDS additionally detected minor galena, Zn-bearing minerals, Cr-bearing ilmenite and unknown Ag-Te and Ni-bearing anglesite phases.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2303 / Order No 008 for Innova Mineral LLC (contact Batkhurel). 2 polished thin sections per sample prepared at MiReSLab Japan; Nikon Eclipse LV100NPOL; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-11-24
Report20231124.docx,106T7bR2o5_Pw1pFPEcfzml6Q9DhdnFUT,40913,OVD-001,68 m,polished thin section (x2) + SEM-EDS,,,Anhedral crystals of laminated pyrrhotite intergrown with chalcopyrite and pentlandite; magnetite segregations always at intergrowth margins; pyrite pseudomorphs after pyrrhotite and violarite after pentlandite; independent pyrite aggregates with residual marginal chalcopyrite,Pyrrhotite; Chalcopyrite; Pentlandite; Sphalerite:small amount; Cubanite:small amount; Argentopentlandite:small amount; Galena:small amount; Magnetite; Violarite (secondary); Pyrite (secondary); Sb-michenerite (PGM):submicron; Ag-Te mineral:submicron; Ni-bearing anglesite:submicron,Relatively low degree of alteration for the primary Po-Ccp-Pn assemblage; hydrothermal replacement of pyrrhotite by pyrite and of pentlandite by violarite in the metasomatised parts,Po-Ccp-Pn intergrowths with marginal magnetite; secondary chalcopyrite-violarite-pyrite pseudomorphs with residual pentlandite and pyrrhotite; late vein-like and finely dispersed pyrite-chalcopyrite. Submicron platinum and palladium minerals detected within the sulphides,"Pyrrhotite-chalcopyrite-pentlandite assemblages occur in relatively weakly altered rock, with only small amounts of sphalerite, cubanite, argentopentlandite and galena; the intergrowths are always accompanied by small magnetite segregations at their margins. SEM-EDS detected submicron platinum and palladium mineral inclusions inside the sulphide phases, together with an Ag-Te mineral and Ni-bearing anglesite. The report distinguishes three sulphide assemblage types across the deposit: (1) primary magmatic Pn-Ccp-Po intergrowths with spinel-group minerals and ilmenite, (2) secondary chalcopyrite-violarite-pyrite pseudomorphs with residual pentlandite and pyrrhotite (releasing Sb-Pd michenerite), and (3) newly formed vein-like and finely dispersed pyrite-chalcopyrite aggregates without PGM.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2303 / Order No 008 for Innova Mineral LLC (contact Batkhurel). 2 polished thin sections per sample prepared at MiReSLab Japan; Nikon Eclipse LV100NPOL; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-11-24
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40579,OVD-004,36 m,polished thin section; Mireslab internal sample code OVD001 ; hand specimen: Dark gray to dark green; grayish-white wavy banded striations apparently agglomerated plagioclase ; Table 1 note: spotted???,Amphibole micro-gabbro,,"Holocrystalline, slightly fine-grained plagioclase + amphibole; ophitic texture","Plagioclase (100-500 um, euhedral-subhedral); Amphibole (100-500 um, subhedral, intergrown with plagioclase); Hematite; Pyrite; Chalcopyrite:rare",Weak sericite-chlorite alteration; plagioclase weakly sericitised,"Hematite 20-50 um anhedral, minor, in amphibole; pyrite 20-50 um anhedral, minor, in amphibole; chalcopyrite 10-80 um anhedral, rare, with amphibole","Holocrystalline amphibole micro-gabbro of slightly fine-grained plagioclase and amphibole showing ophitic texture. Alteration is weak sericite-chlorite; plagioclase is weakly sericitised and amphibole is colourless in PPL with highest-order interference colours. Opaques are sparse: hematite and pyrite (20-50 um, anhedral) in amphibole and rare anhedral chalcopyrite 10-80 um. No SEM-EDS was performed.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40605,OVD-004,91 m,"polished thin section; Mireslab internal sample code OVD002 ; hand specimen: Dark green, somewhat fine-grained equigranular ; Table 1 note: spotted",Amphibole-Orthopyroxene micro-gabbro,,"Holocrystalline, slightly fine-grained plagioclase + amphibole; euhedral plagioclase poikilitic with orthopyroxene inclusions; anhedral plagioclase fills space between amphibole and euhedral plagioclase","Plagioclase (50-1000 um, euhedral-subhedral, poikilitic); Amphibole / hornblende (100-500 um, dark brown to yellow in PPL); Orthopyroxene (10-80 um, euhedral, enclosed in plagioclase); Chlorite (secondary, rare); Chalcopyrite:rare",Weak sericite-chlorite alteration; weak sericitisation at the boundary between euhedral and anhedral plagioclase; chlorite rare after amphibole and plagioclase,"Chalcopyrite - anhedral, rare, occurring in fracture-filling veins","Dark green fine-grained equigranular holocrystalline micro-gabbro of plagioclase, hornblende and orthopyroxene. Euhedral plagioclase encloses orthopyroxene poikilitically, and anhedral plagioclase fills the interstices between amphibole and euhedral plagioclase, with weak sericitisation at their boundaries. Alteration is weak sericite-chlorite. The only sulphide seen is rare anhedral chalcopyrite filling fractures. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40574,OVD-004,28 m,polished thin section; Mireslab internal sample code OVD003 ; hand specimen: Dark green to grayish-white; the grayish-white colour forms irregular patches 3-4 cm across ; Table 1 note: weakly mineralized / oxidized gabbro,Oxidized Amphibole Gabbro,,Holocrystalline plagioclase + amphibole; recently altered with secondary goethite,"Plagioclase (100-500 um); Amphibole (200-1000 um); Hematite; Chalcopyrite; Goethite (Cu-, Ni-, Co-bearing)",Middle sericite-chlorite alteration; plagioclase strongly clay(sericite)-altered; amphibole strongly clay-altered but identified by columnar habit and 120-degree cleavage,"Hematite 20-80 um subhedral, rare, in amphibole; chalcopyrite 100-200 um anhedral with goethite; goethite up to 2000 um anhedral, secondary, replacing amphibole and carrying Cu","Oxidised amphibole gabbro, dark green with irregular 3-4 cm grayish-white patches, holocrystalline and moderately sericite-chlorite altered. Both plagioclase and amphibole are strongly clay-altered; amphibole is recognised only from its columnar habit and 120-degree cleavage. Coarse secondary goethite (up to 2000 um) is interpreted to replace amphibole, and SEM-EDS shows that this goethite contains Ni and Co while the amphibole itself carries Cu (and Ni). Chalcopyrite (100-200 um) occurs with the goethite and rare subhedral hematite sits in amphibole.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40635,OVD-005,53 m,"polished thin section; Mireslab internal sample code OVD004 ; hand specimen: Black to dark green, often surrounded by grayish white; mafic minerals heterogeneous in size ; Table 1 note: disseminate gabbro",Amphibole micro-gabbro,,"Holocrystalline, slightly fine-grained plagioclase + amphibole; amphibole with ophitic texture","Plagioclase (100-500 um); Amphibole / hornblende (50-500 um, light brown in PPL); Ilmenite; Chalcopyrite; Ni-bearing pyrrhotite; Heideite (?) Fe-Ti-Cr sulphide; Illite-smectite (secondary); Chlorite + calcite (secondary)",Illite-smectite alteration; abundant illite-smectite in plagioclase; chlorite and calcite common in amphibole; sericitisation of plagioclase,"Ilmenite 50-100 um anhedral intergranular to plagioclase and amphibole (SEM-EDS shows Mn-rich pyrophanite and Mn-free ilmenite components); chalcopyrite 10-200 um anhedral, 10 um refined grains inside ilmenite, often with Ni-bearing pyrrhotite; Ni-bearing pyrrhotite 50-800 um anhedral; Heideite(?) (Fe,Cr)1.15(Ti,Fe)2S4, 10 um, irregular with chalcopyrite in ilmenite","Holocrystalline amphibole micro-gabbro with ophitic amphibole, altered to an illite-smectite assemblage with chlorite and calcite in the amphibole. Ilmenite (50-100 um) is intergranular between plagioclase and amphibole and SEM-EDS resolves two components in it: a Mn-rich pyrophanite part and a Mn-free ilmenite part. Chalcopyrite (10-200 um, and 10 um refined grains inside ilmenite) occurs with Ni-bearing pyrrhotite (50-800 um). A 10 um Fe-Ti-Cr sulphide interpreted as possible heideite occurs irregularly with chalcopyrite inside ilmenite.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40645,OVD-005,71 m,polished thin section; Mireslab internal sample code OVD005 ; hand specimen: Dark green with heterogeneous light green streak-patches ; Table 1 note: weakly mineralized gabbro,Amphibole gabbro,,"Holocrystalline, slightly fine-grained plagioclase + amphibole, amphibole often ophitic",Plagioclase (50-400 um); Amphibole / hornblende (50-800 um); Ilmenite; Chalcopyrite; Ni-bearing pyrite; Pentlandite; Chlorite (secondary); Sericite + calcite (secondary),"Partly sericite-calcite alteration in patchy form; chalcopyrite, pyrrhotite and pyrite are predominant in the altered patches; amphibole often chloritised","Ilmenite 50-400 um anhedral in amphibole; chalcopyrite 10-80 um anhedral inside pyrrhotite; pyrite 10-500 um anhedral, SEM-EDS shows slight Ni (0.54 wt% Ni); pentlandite 1-10 um anhedral, rare, at the rim of pyrite as fracture-filling (SEM-EDS: 22.19 wt% Ni, 4.35 wt% Co)","Dark green holocrystalline amphibole gabbro with ophitic amphibole and patchy sericite-calcite alteration; chalcopyrite, pyrrhotite and pyrite concentrate in the altered patches and amphibole is partly chloritised. Ilmenite (50-400 um) sits inside amphibole. SEM-EDS shows the pyrite carries slight Ni (0.54 wt%) and that rare 1-10 um pentlandite occurs as fracture-filling at pyrite rims with 22.19 wt% Ni and 4.35 wt% Co.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40715,OVD-007,98.2 m,"polished thin section; Mireslab internal sample code OVD006 ; hand specimen: Dark, fine-grained ; Table 1 note: schist",Shale (weak schistosity),,Pelitic rock with prominent sedimentary texture; fine pyrite in harmony with the sedimentary layering,Quartz (very fine-grained); Feldspar (very fine-grained); Clay mineral; Pyrite; Calcite (veinlets),Not altered,"Pyrite ~1 um anhedral distributed in harmony with the sedimentary structure, and ~5 um subhedral-anhedral pyrite forming 10-20 um veinlets; calcite veinlets cut the pyrite veinlets","Dark fine-grained shale of very fine quartz, feldspar and clay minerals with a prominent sedimentary texture and weak schistosity. It is unaltered. Very fine (~1 um) anhedral pyrite is distributed in harmony with the sedimentary structure, and coarser (~5 um) subhedral to anhedral pyrite forms 10-20 um veinlets, which are in turn cut by calcite veinlets. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40628,OVD-005,40.5 m,"polished thin section; Mireslab internal sample code OVD007 ; hand specimen: Dark, equigranular, with sulphide mineral patches up to 1 cm across ; Table 1 note: disseminate gabbro",Amphibole gabbro,,Holocrystalline rock of plagioclase and amphibole; amphibole intergrown with plagioclase and possibly replaced by sulphides,"Plagioclase (50-400 um, sericitised core, albite rim); Amphibole / hornblende (50-800 um); Cr-bearing magnetite; Chalcopyrite; Ni-bearing pyrite; Pentlandite; Ag-Te mineral:trace; Ni-bearing anglesite (?):trace","Partly substantial sericite-calcite alteration in patchy form; chalcopyrite, pyrrhotite and pyrite predominate in altered patches; plagioclase sericitised in core with albite rim","Cr-bearing magnetite 50-100 um subhedral-anhedral with altered amphibole and chalcopyrite; chalcopyrite 10-80 um anhedral with Ni-bearing pyrite; pyrite 10-500 um anhedral, sometimes Ni-bearing (SEM-EDS 24.63 wt% Ni in one spot); pentlandite 1-10 um anhedral in chalcopyrite; Ag-Te mineral 1 um at the rim of chalcopyrite and pentlandite; Ni-bearing anglesite (?) ~3 um","Dark equigranular holocrystalline amphibole gabbro carrying sulphide patches up to 1 cm. Plagioclase is sericitised in the core with an albite rim, and amphibole is intergrown with plagioclase and may be replaced by sulphides. Alteration is patchy but locally strong sericite-calcite, and chalcopyrite, pyrrhotite and pyrite concentrate in these patches. SEM-EDS identified Cr-bearing magnetite, Ni-bearing pyrite, pentlandite in chalcopyrite and 1 um Ag-Te grains at chalcopyrite/pentlandite rims, plus a possible Ni-bearing anglesite.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40530,OVD-003,157.5 m,polished thin section; Mireslab internal sample code OVD008 ; hand specimen: Dark black with thin dark green patchy distribution ; Table 1 note: disseminate gabbro,Amphibole micro-gabbro,,Holocrystalline rock of plagioclase and amphibole; holocrystalline and ophitic texture,Plagioclase (50-400 um); Amphibole / hornblende (50-800 um); Magnetite; Ni-bearing pyrite; Pyrrhotite; Chalcopyrite; Pentlandite; Cd-bearing sphalerite; Ag-Te-Bi mineral:trace; Ag-Au mineral:trace,"Partly strong sericitisation; plagioclase partly sericitised, cores often replaced by chalcopyrite or pyrite, rims chloritised; amphibole partly chloritised. Locally strong sericite-calcite alteration in patches where chalcopyrite, pyrrhotite and Ni-bearing pyrite predominate","Magnetite 50-100 um subhedral-anhedral in amphibole; pyrite 10-200 um anhedral, sometimes replacing plagioclase and amphibole, sometimes Ni-bearing (SEM-EDS 0.52 wt% Ni); pyrrhotite 100-2000 um anhedral; chalcopyrite 10-1000 um anhedral with Ni-bearing pyrite; pentlandite 1-10 um; Ag-Te-Bi mineral 1 um in chalcopyrite and pyrite; Ag-Au mineral 1 um in pyrite; Cd-bearing sphalerite","Dark black holocrystalline amphibole micro-gabbro with ophitic texture and partly strong sericitisation; plagioclase cores are often replaced by chalcopyrite or pyrite while the rims are chloritised. Sulphides are relatively abundant: anhedral pyrrhotite up to 2000 um, chalcopyrite up to 1000 um, Ni-bearing pyrite (0.52 wt% Ni) and 1-10 um pentlandite. SEM-EDS also detected Cd-bearing sphalerite and 1 um precious-metal phases - an Ag-Te-Bi mineral in chalcopyrite and pyrite and an Ag-Au mineral in pyrite.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
Report_20230816_Part1.pdf + Report_20230816_Part2.pdf,1KLR39-VqsFSizHMIQk81Alv-HWZuslik + 1TEpS_kJCBV63jULDdND8Y7DZHfoEGHFH,40899,OVD-001,15.5 m,"polished thin section; Mireslab internal sample code OVD009 ; hand specimen: Blackish-brown to brown, considered weathered ; Table 1 note: spotted / Schist",Pelitic rock (weak schistosity),,"Characteristic massive texture of muddy rock; very fine-grained quartz, feldspar and clay minerals",Quartz (very fine-grained); Feldspar (very fine-grained); Clay mineral; Goethite (veinlets),"No alteration, but quartz and goethite-quartz veinlets are present","Goethite in 50-100 um wide goethite-quartz veinlets, often with voids","Weathered blackish-brown to brown pelitic rock with weak schistosity and the characteristic massive texture of a muddy rock, composed of very fine-grained quartz, feldspar and clay minerals. It is unaltered but is cut by quartz and goethite-quartz veinlets 50-100 um wide that often contain voids; goethite occurs in these veinlets together with quartz. No SEM-EDS.","Mireslab Mongol LLC - Engineer Erdenebayar J, Ph.D; Director Batsumber A, M.Eng. Report #2302 / Order No 007 for Innova Mineral LLC (contact Batkhurel). 23 polished thin sections prepared at Mineral Resource Science Laboratory, Akita, Japan; Nikon Eclipse LV100NPOL optical microscope; JEOL JSM 5400 SEM + Oxford EDS, Akita University",2023-08-16
